SITE_ID,variable,week,slope,intercept,n_obs,seasonal_mean
NY43,NH4,51,-0.024588,50.0274,12,0.3813
NY43,NH4,52,-0.0096,19.7343,11,0.3507
NY43,NO3,1,0.053223,-106.2481,10,1.2149
NY43,NO3,2,0.051304,-102.2758,11,1.3129
NY43,NO3,3,-0.243156,492.9147,11,1.9515
NY43,NO3,4,-0.21992,445.5847,10,1.5385
NY43,NO3,5,0.015544,-29.7554,7,1.6309
NY43,NO3,6,-0.087522,177.9647,11,1.2472
NY43,NO3,7,-0.147284,299.2142,11,1.829
NY43,NO3,8,-0.081416,165.5735,8,1.1852
NY43,NO3,9,-0.132624,269.4625,10,1.6786
NY43,NO3,10,-0.081881,166.7899,9,1.4611
NY43,NO3,11,-0.097233,198.4642,11,2.1389
NY43,NO3,12,-0.136068,275.9575,10,1.2195
NY43,NO3,13,-0.006111,13.3691,11,1.0297
NY43,NO3,14,-0.056528,115.0727,12,0.9356
NY43,NO3,15,-0.104798,212.7842,11,1.1838
NY43,NO3,16,0.000193,0.674,10,1.0641
NY43,NO3,17,-0.006427,14.2413,12,1.2652
NY43,NO3,18,-0.050379,102.7276,11,1.0062
NY43,NO3,19,-0.030286,62.2843,8,1.1336
NY43,NO3,20,-0.141443,287.1468,9,1.5567
NY43,NO3,21,-0.047157,96.3243,9,1.1077
NY43,NO3,22,0.019002,-37.4078,11,0.9597
NY43,NO3,23,-0.099609,202.1356,11,1.0134
NY43,NO3,24,-0.004488,10.0462,9,0.9836
NY43,NO3,25,-0.050266,102.8368,12,1.344
NY43,NO3,26,-0.038385,78.3735,13,0.8701
NY43,NO3,27,-0.020205,42.0707,10,1.274
NY43,NO3,28,-0.027571,56.5107,11,0.8421
NY43,NO3,29,0.000946,-0.8145,11,1.0947
NY43,NO3,30,-0.030305,62.2756,10,1.0863
NY43,NO3,31,-0.040073,82.1332,11,1.2204
NY43,NO3,32,0.039726,-79.2999,11,0.9111
NY43,NO3,33,-0.070003,142.1453,12,0.7995
NY43,NO3,34,-0.069346,141.0527,13,1.0342
NY43,NO3,35,-0.12758,258.7449,11,1.145
NY43,NO3,36,-0.076951,156.3097,10,0.9362
NY43,NO3,37,0.025963,-51.6515,8,0.771
NY43,NO3,38,-0.027274,55.9614,12,0.892
NY43,NO3,39,0.026299,-52.541,10,0.5594
NY43,NO3,40,0.042706,-85.3608,11,0.8685
NY43,NO3,41,-0.02966,60.5374,11,0.6495
NY43,NO3,42,-0.032377,66.0023,12,0.6301
NY43,NO3,43,-0.084863,172.104,12,0.7543
NY43,NO3,44,-0.015346,31.8516,13,0.8658
NY43,NO3,45,-0.078485,159.6325,11,1.162
NY43,NO3,46,-0.026877,55.3348,11,1.0674
NY43,NO3,47,-0.124821,253.3474,11,1.3182
NY43,NO3,48,-0.011388,23.8062,12,0.8116
NY43,NO3,49,-0.058782,120.4698,11,1.7819
NY43,NO3,50,-0.08293,168.9629,12,1.5168
NY43,NO3,51,-0.075181,153.0353,12,1.2349
NY43,NO3,52,-0.024191,49.8507,11,1.0063
NY43,SO4,1,0.021201,-42.1652,10,0.6415
NY43,SO4,2,-0.057341,116.4628,11,0.685
NY43,SO4,3,-0.109509,221.9263,11,0.8139
NY43,SO4,4,-0.126699,256.5447,10,0.723
NY43,SO4,5,-0.015612,32.2041,7,0.681
NY43,SO4,6,-0.036308,73.8461,11,0.5367
NY43,SO4,7,-0.072326,146.9223,11,0.8864
NY43,SO4,8,-0.049065,99.6948,8,0.6266
NY43,SO4,9,-0.042958,87.4707,10,0.7334
NY43,SO4,10,-0.059452,120.8764,9,0.8355
NY43,SO4,11,-0.125593,254.8058,11,1.2173
NY43,SO4,12,-0.125123,253.5176,10,0.879
NY43,SO4,13,-0.047441,96.5485,11,0.7585
NY43,SO4,14,-0.058668,119.1418,12,0.6841
NY43,SO4,15,-0.155327,314.5847,11,0.9591
NY43,SO4,16,-0.007278,15.4281,10,0.7321
NY43,SO4,17,-0.096367,195.5043,12,0.9271
NY43,SO4,18,-0.094567,191.6586,11,0.7161
NY43,SO4,19,-0.101658,206.1928,8,0.9322
NY43,SO4,20,-0.123767,250.8291,9,0.9276
NY43,SO4,21,-0.042346,86.0667,9,0.5657
NY43,SO4,22,-0.03521,71.6589,11,0.5664
NY43,SO4,23,-0.108184,219.2084,11,0.7718
NY43,SO4,24,-0.066934,135.7272,9,0.5789
NY43,SO4,25,-0.127224,257.8191,12,0.9384
NY43,SO4,26,-0.065484,132.7765,13,0.5571
NY43,SO4,27,-0.097891,198.3578,10,0.7036
NY43,SO4,28,-0.050296,102.0916,11,0.5372
NY43,SO4,29,-0.035973,73.1537,11,0.5202
NY43,SO4,30,-0.074537,151.1795,10,0.6808
NY43,SO4,31,-0.088906,180.2269,11,0.715
NY43,SO4,32,-0.030238,61.5481,11,0.4942
NY43,SO4,33,-0.076706,155.3677,12,0.4881
NY43,SO4,34,-0.064214,130.3971,13,0.7404
NY43,SO4,35,-0.125053,253.3321,11,0.8338
NY43,SO4,36,-0.071297,144.6797,10,0.7218
NY43,SO4,37,-0.042852,87.0407,8,0.5174
NY43,SO4,38,-0.112517,227.9651,12,0.7794
NY43,SO4,39,-0.020962,42.7039,10,0.379
NY43,SO4,40,-0.010052,20.7985,11,0.5019
NY43,SO4,41,-0.039852,80.9552,11,0.4898
NY43,SO4,42,-0.041372,83.9627,12,0.4265
NY43,SO4,43,-0.114736,232.2181,12,0.5509
NY43,SO4,44,-0.034148,69.5551,13,0.6053
NY43,SO4,45,-0.076197,154.6254,11,0.7732
NY43,SO4,46,-0.011744,24.3465,11,0.6332
NY43,SO4,47,-0.082054,166.4048,11,0.7272
NY43,SO4,48,-0.041058,83.3861,12,0.4845
NY43,SO4,49,-0.043009,87.5421,11,0.7014
NY43,SO4,50,-0.086559,175.5725,12,0.7981
NY43,SO4,51,-0.078967,160.0651,12,0.6208
NY43,SO4,52,-0.006064,12.8056,11,0.5624
NY43,Sodium,1,0.065522,-131.1659,10,1.1311
NY43,Sodium,2,-0.141784,288.1382,11,1.8582
NY43,Sodium,3,0.159676,-319.5025,11,2.9032
NY43,Sodium,4,-0.473171,957.6132,10,2.2221
NY43,Sodium,5,-0.063782,130.1719,7,1.3885
NY43,Sodium,6,-0.060944,124.5399,11,1.4856
NY43,Sodium,7,-0.156132,317.7622,11,2.5115
NY43,Sodium,8,0.200115,-402.5085,8,1.5482
NY43,Sodium,9,-0.50503,1022.0473,10,2.3293
NY43,Sodium,10,-0.146647,297.5545,9,1.455
NY43,Sodium,11,-0.098511,199.7551,11,0.85
NY43,Sodium,12,0.030508,-60.917,10,0.6829
NY43,Sodium,13,-0.007086,14.674,11,0.3656
NY43,Sodium,14,-0.039283,79.6385,12,0.3208
NY43,Sodium,15,-0.008143,16.5927,11,0.1508
NY43,Sodium,16,0.008178,-16.4146,10,0.0979
NY43,Sodium,17,-0.00308,6.3025,12,0.0827
NY43,Sodium,18,-0.005299,10.7653,11,0.0654
NY43,Sodium,19,-0.00273,5.5558,8,0.0444
NY43,Sodium,20,-0.000882,1.9054,9,0.1242
NY43,Sodium,21,0.001109,-2.15,9,0.0889
NY43,Sodium,22,0.000562,-1.0936,11,0.041
NY43,Sodium,23,-0.001894,3.857,11,0.0327
NY43,Sodium,24,0.003686,-7.4042,9,0.0384
NY43,Sodium,25,-0.003178,6.4719,12,0.0544
NY43,Sodium,26,-0.001165,2.3727,13,0.0208
NY43,Sodium,27,-0.001333,2.7167,10,0.0245
NY43,Sodium,28,0.000878,-1.7557,11,0.0175
NY43,Sodium,29,-0.001212,2.4794,11,0.0321
NY43,Sodium,30,0.000549,-1.0908,10,0.0173
NY43,Sodium,31,0.000212,-0.4018,11,0.0253
NY43,Sodium,32,0.002043,-4.1062,11,0.0183
NY43,Sodium,33,-4.9e-05,0.1145,12,0.0157
NY43,Sodium,34,0.000198,-0.3747,13,0.0247
NY43,Sodium,35,-0.00284,5.758,11,0.0236
NY43,Sodium,36,-0.002444,4.9604,10,0.0265
NY43,Sodium,37,0.000222,-0.4251,8,0.0236
NY43,Sodium,38,0.002903,-5.8118,12,0.0505
NY43,Sodium,39,-0.001775,3.6085,10,0.0241
NY43,Sodium,40,0.006375,-12.8289,11,0.0439
NY43,Sodium,41,0.000332,-0.6385,11,0.0317
NY43,Sodium,42,0.000735,-1.4541,12,0.0296
NY43,Sodium,43,0.002329,-4.6659,12,0.036
NY43,Sodium,44,0.009203,-18.5131,13,0.0695
NY43,Sodium,45,0.004662,-9.3315,11,0.0812
NY43,Sodium,46,-0.050971,103.6843,11,0.7681
NY43,Sodium,47,-0.061306,124.3512,11,0.566
NY43,Sodium,48,-0.002477,5.416,12,0.4137
NY43,Sodium,49,0.042636,-84.566,11,1.5221
NY43,Sodium,50,0.109818,-220.3733,12,1.3633
NY43,Sodium,51,0.065857,-132.2894,12,0.6844
NY43,Sodium,52,-0.176964,358.5383,11,1.2266
NY52,CA,1,-0.003284,6.7355,17,0.1269
NY52,CA,2,-0.005358,10.9092,16,0.1261
NY52,CA,3,0.002676,-5.2856,14,0.0999
NY52,CA,4,-0.007268,14.8083,19,0.182
NY52,CA,5,-0.000292,0.714,20,0.1266
NY52,CA,6,0.003195,-6.2825,22,0.1467
NY52,CA,7,-0.003256,6.6878,18,0.1344
NY52,CA,8,-0.003123,6.4118,18,0.126
NY52,CA,9,0.009504,-18.8178,21,0.3086
NY52,CA,10,-0.007518,15.3794,21,0.2495
NY52,CA,11,-0.000557,1.385,19,0.2643
NY52,CA,12,-0.000888,2.089,19,0.302
NY52,CA,13,0.002452,-4.7815,23,0.1527
NY52,CA,14,-0.021053,42.7088,22,0.3391
NY52,CA,15,-0.002383,5.018,18,0.2231
NY52,CA,16,-0.003439,7.198,22,0.2774
NY52,CA,17,-0.010514,21.3515,22,0.1919
NY52,CA,18,-0.010787,22.0007,19,0.291
NY52,CA,19,0.001536,-2.9462,18,0.1449
NY52,CA,20,-0.001689,3.6227,17,0.2227
NY52,CA,21,-0.003296,6.8985,20,0.2655
NY52,CA,22,-0.007477,15.2048,21,0.1572
NY52,CA,23,-0.011798,23.9179,22,0.1741
NY52,CA,24,-0.001155,2.4657,20,0.1405
NY52,CA,25,-0.002574,5.3806,22,0.2002
NY52,CA,26,-0.005513,11.2598,20,0.1651
NY52,CA,27,-0.01544,31.3014,21,0.2269
NY52,CA,28,0.002669,-5.2276,20,0.1448
NY52,CA,29,-0.002619,5.4016,22,0.1309
NY52,CA,30,-0.001138,2.4211,19,0.1318
NY52,CA,31,0.001634,-3.1198,19,0.1686
NY52,CA,32,-0.003995,8.164,19,0.1248
NY52,CA,33,-0.003184,6.5604,21,0.152
NY52,CA,34,-0.00164,3.4092,18,0.1088
NY52,CA,35,-0.003996,8.19,19,0.147
NY52,CA,36,-0.00456,9.3576,19,0.1799
NY52,CA,37,-0.002366,4.8952,18,0.1343
NY52,CA,38,0.003009,-5.9327,16,0.1225
NY52,CA,39,-0.011689,23.6709,18,0.1462
NY52,CA,40,0.000486,-0.856,20,0.1227
NY52,CA,41,0.001792,-3.4727,19,0.1339
NY52,CA,42,-0.000834,1.7538,18,0.0758
NY52,CA,43,-0.001894,3.9575,18,0.1465
NY52,CA,44,-0.005657,11.5223,18,0.1371
NY52,CA,45,-0.003611,7.4317,21,0.1651
NY52,CA,46,-0.002163,4.4842,19,0.1316
NY52,CA,47,0.00095,-1.8215,20,0.0903
NY52,CA,48,0.001029,-1.9575,20,0.1142
NY52,CA,49,-0.010823,21.9648,22,0.1837
NY52,CA,50,0.001718,-3.3523,21,0.1048
NY52,CA,51,-0.000281,0.654,18,0.0881
NY52,CA,52,-0.005024,10.2025,23,0.0913
NY52,CA,53,0.002,-3.9343,3,0.0907
NY52,CL,1,-0.009095,18.5348,17,0.2311
NY52,CL,2,0.000134,-0.0709,16,0.1983
NY52,CL,3,0.001826,-3.4745,14,0.2014
NY52,CL,4,-0.014055,28.6372,19,0.3505
NY52,CL,5,-0.000658,1.5033,20,0.1795
NY52,CL,6,-0.004755,9.7907,22,0.2207
NY52,CL,7,-0.008916,18.1642,18,0.2207
NY52,CL,8,-0.004466,9.1486,18,0.1615
NY52,CL,9,-0.002295,4.9851,21,0.3656
NY52,CL,10,-0.012669,25.8194,21,0.3231
NY52,CL,11,-0.002902,5.9901,19,0.1508
NY52,CL,12,-0.002114,4.3867,19,0.1327
NY52,CL,13,0.001654,-3.2352,23,0.0931
NY52,CL,14,-0.005137,10.4659,22,0.1271
NY52,CL,15,-5.1e-05,0.1915,18,0.0878
NY52,CL,16,-0.004414,8.9813,22,0.0986
NY52,CL,17,-0.004192,8.5217,22,0.0846
NY52,CL,18,-0.003296,6.725,19,0.0912
NY52,CL,19,-0.001705,3.4886,18,0.0577
NY52,CL,20,-0.000918,1.9213,17,0.0737
NY52,CL,21,-0.002248,4.6115,20,0.0864
NY52,CL,22,-0.002563,5.2143,21,0.0552
NY52,CL,23,-0.003753,7.6177,22,0.0657
NY52,CL,24,-0.004536,9.1968,20,0.0683
NY52,CL,25,0.000598,-1.1137,22,0.0896
NY52,CL,26,-0.001759,3.5941,20,0.0535
NY52,CL,27,-0.00558,11.3116,21,0.0812
NY52,CL,28,0.000224,-0.406,20,0.0458
NY52,CL,29,-0.000949,1.9709,22,0.0612
NY52,CL,30,-0.002216,4.5117,19,0.0514
NY52,CL,31,0.000427,-0.8015,19,0.0588
NY52,CL,32,-0.002014,4.1038,19,0.05
NY52,CL,33,-0.001979,4.0271,21,0.0434
NY52,CL,34,-0.00118,2.431,18,0.0569
NY52,CL,35,-0.003761,7.6339,19,0.0644
NY52,CL,36,-0.0041,8.3178,19,0.0657
NY52,CL,37,-0.000205,0.499,18,0.0861
NY52,CL,38,0.003889,-7.7417,16,0.0842
NY52,CL,39,-0.000405,0.9042,18,0.0899
NY52,CL,40,-0.001446,2.9663,20,0.056
NY52,CL,41,-0.002798,5.6867,19,0.0554
NY52,CL,42,0.00201,-3.9792,18,0.0656
NY52,CL,43,-0.001691,3.463,18,0.0604
NY52,CL,44,0.01049,-21.0084,18,0.1035
NY52,CL,45,-0.002591,5.2825,21,0.0672
NY52,CL,46,-0.0036,7.3258,19,0.0808
NY52,CL,47,-0.008822,17.8996,20,0.1442
NY52,CL,48,-0.001443,2.992,20,0.0883
NY52,CL,49,-0.024291,49.1268,22,0.2398
NY52,CL,50,0.005935,-11.8244,21,0.1202
NY52,CL,51,-0.003288,6.7345,18,0.1165
NY52,CL,52,-0.008259,16.7635,23,0.1416
NY52,CL,53,-0.006313,12.9149,3,0.2089
NY52,K,1,-0.000386,0.7921,17,0.0149
NY52,K,2,-0.000358,0.7358,16,0.0151
NY52,K,3,0.000193,-0.3727,14,0.0153
NY52,K,4,0.000907,-1.8038,19,0.022
NY52,K,5,7.6e-05,-0.1416,20,0.0113
NY52,K,6,0.000222,-0.4335,22,0.014
NY52,K,7,-2.5e-05,0.0634,18,0.0132
NY52,K,8,0.000111,-0.208,18,0.0159
NY52,K,9,0.001007,-2.0028,21,0.0237
NY52,K,10,0.000507,-0.9894,21,0.0305
NY52,K,11,9.9e-05,-0.1811,19,0.0186
NY52,K,12,0.000376,-0.7372,19,0.02
NY52,K,13,0.00065,-1.2894,23,0.0186
NY52,K,14,-0.00074,1.5188,22,0.0285
NY52,K,15,0.000133,-0.244,18,0.0241
NY52,K,16,-0.000798,1.6401,22,0.0348
NY52,K,17,-0.000285,0.6037,22,0.0302
NY52,K,18,-0.000902,1.8546,19,0.0386
NY52,K,19,-0.001719,3.5052,18,0.0453
NY52,K,20,-4.5e-05,0.1355,17,0.0443
NY52,K,21,-0.001684,3.4513,20,0.0614
NY52,K,22,-0.005141,10.4144,21,0.0686
NY52,K,23,-0.002235,4.5387,22,0.0398
NY52,K,24,-6.6e-05,0.1679,20,0.0354
NY52,K,25,-6.7e-05,0.161,22,0.0259
NY52,K,26,-8.6e-05,0.2074,20,0.0351
NY52,K,27,-0.000989,2.0192,21,0.0284
NY52,K,28,0.000669,-1.3276,20,0.0198
NY52,K,29,-0.000105,0.2276,22,0.0156
NY52,K,30,-0.000362,0.7496,19,0.0219
NY52,K,31,0.000727,-1.4439,19,0.0194
NY52,K,32,0.000165,-0.3127,19,0.0187
NY52,K,33,-0.000134,0.2829,21,0.0129
NY52,K,34,-0.000127,0.2701,18,0.014
NY52,K,35,-0.001061,2.1595,19,0.0234
NY52,K,36,0.000579,-1.1431,19,0.0226
NY52,K,37,-0.001091,2.2293,18,0.0337
NY52,K,38,-0.001828,3.7209,16,0.0416
NY52,K,39,-0.003024,6.1267,18,0.0411
NY52,K,40,-0.004227,8.5473,20,0.0412
NY52,K,41,-0.001138,2.3394,19,0.05
NY52,K,42,-0.001998,4.0458,18,0.0257
NY52,K,43,-0.005596,11.3324,18,0.0699
NY52,K,44,-0.00664,13.4447,18,0.0824
NY52,K,45,-0.007648,15.4609,21,0.0691
NY52,K,46,-0.000865,1.7594,19,0.019
NY52,K,47,-9.6e-05,0.2098,20,0.0161
NY52,K,48,-0.000397,0.8136,20,0.0149
NY52,K,49,-0.003901,7.8901,22,0.0397
NY52,K,50,-0.000154,0.3274,21,0.0166
NY52,K,51,4e-06,0.0034,18,0.0114
NY52,K,52,-0.000273,0.5621,23,0.012
NY52,K,53,9.7e-05,-0.1793,3,0.016
NY52,MG,1,-0.000464,0.9507,17,0.017
NY52,MG,2,-0.000495,1.0158,16,0.0201
NY52,MG,3,0.000202,-0.3932,14,0.0137
NY52,MG,4,-0.001016,2.0714,19,0.0262
NY52,MG,5,-9.2e-05,0.2007,20,0.0147
NY52,MG,6,0.000163,-0.3092,22,0.0193
NY52,MG,7,-0.00033,0.683,18,0.0179
NY52,MG,8,-0.000455,0.9337,18,0.0187
NY52,MG,9,0.001105,-2.1761,21,0.0472
NY52,MG,10,-0.001317,2.6894,21,0.0379
NY52,MG,11,-0.000464,0.9632,19,0.0302
NY52,MG,12,-0.000702,1.4567,19,0.0436
NY52,MG,13,0.000333,-0.6476,23,0.0219
NY52,MG,14,-0.002119,4.3055,22,0.04
NY52,MG,15,-0.000568,1.1781,18,0.0349
NY52,MG,16,-0.001156,2.368,22,0.0414
NY52,MG,17,-0.002043,4.1452,22,0.0329
NY52,MG,18,-0.001801,3.6684,19,0.0444
NY52,MG,19,0.000214,-0.4047,18,0.0256
NY52,MG,20,0.000104,-0.1768,17,0.0321
NY52,MG,21,-0.000508,1.0676,20,0.0447
NY52,MG,22,-0.001692,3.4368,21,0.0323
NY52,MG,23,-0.001893,3.8371,22,0.0268
NY52,MG,24,-0.000343,0.7147,20,0.0235
NY52,MG,25,-0.000275,0.5821,22,0.0283
NY52,MG,26,-0.000979,1.9992,20,0.0283
NY52,MG,27,-0.002703,5.4768,21,0.0372
NY52,MG,28,0.000621,-1.2298,20,0.0205
NY52,MG,29,-0.000465,0.9557,22,0.0196
NY52,MG,30,-0.000248,0.5216,19,0.0219
NY52,MG,31,0.000242,-0.462,19,0.0257
NY52,MG,32,-0.000398,0.819,19,0.0174
NY52,MG,33,-0.000558,1.1471,21,0.0238
NY52,MG,34,-0.000106,0.2308,18,0.0169
NY52,MG,35,-9.8e-05,0.2191,19,0.0219
NY52,MG,36,-0.000666,1.3693,19,0.0288
NY52,MG,37,-0.000609,1.2531,18,0.0268
NY52,MG,38,5.3e-05,-0.0833,16,0.0239
NY52,MG,39,-0.001894,3.8398,18,0.0273
NY52,MG,40,-0.000572,1.1728,20,0.0211
NY52,MG,41,0.000318,-0.6119,19,0.0283
NY52,MG,42,-0.000998,2.0269,18,0.0177
NY52,MG,43,-0.000712,1.4604,18,0.0269
NY52,MG,44,-0.000512,1.0588,18,0.0278
NY52,MG,45,-0.00094,1.9144,21,0.0231
NY52,MG,46,-0.000387,0.7998,19,0.0202
NY52,MG,47,-0.000351,0.7239,20,0.0172
NY52,MG,48,0.000187,-0.3605,20,0.0159
NY52,MG,49,-0.002233,4.5228,22,0.0292
NY52,MG,50,0.000274,-0.5351,21,0.0157
NY52,MG,51,-7e-05,0.1549,18,0.0132
NY52,MG,52,-0.000769,1.5613,23,0.0138
NY52,MG,53,-0.000366,0.7544,3,0.0185
NY52,NH4,1,-0.004882,10.2441,17,0.4182
NY52,NH4,2,-0.023234,47.2604,16,0.5007
NY52,NH4,3,0.005162,-10.0493,14,0.3399
NY52,NH4,4,-0.01428,29.2527,19,0.5137
NY52,NH4,5,0.01187,-23.5575,20,0.332
NY52,NH4,6,-0.002579,5.5133,22,0.3239
NY52,NH4,7,-0.017366,35.3472,18,0.3972
NY52,NH4,8,-0.005469,11.3748,18,0.3673
NY52,NH4,9,0.017794,-35.3774,21,0.4344
NY52,NH4,10,-0.010843,22.2741,21,0.4525
NY52,NH4,11,-0.013138,27.0244,19,0.5833
NY52,NH4,12,0.001054,-1.5198,19,0.601
NY52,NH4,13,0.005955,-11.5717,23,0.4137
NY52,NH4,14,-0.019368,39.4934,22,0.5148
NY52,NH4,15,-0.003631,7.8294,18,0.5211
NY52,NH4,16,0.007599,-14.7728,22,0.5198
NY52,NH4,17,-0.004066,8.7189,22,0.5368
NY52,NH4,18,-0.009927,20.658,19,0.6803
NY52,NH4,19,0.005438,-10.5155,18,0.4288
NY52,NH4,20,0.00535,-10.2676,17,0.5001
NY52,NH4,21,0.005519,-10.4168,20,0.6903
NY52,NH4,22,-0.000176,0.7239,21,0.37
NY52,NH4,23,-0.014584,29.7365,22,0.3862
NY52,NH4,24,0.006497,-12.6463,20,0.4282
NY52,NH4,25,0.001637,-2.8892,22,0.4053
NY52,NH4,26,-0.007908,16.3304,20,0.4161
NY52,NH4,27,-0.008684,18.0785,21,0.601
NY52,NH4,28,0.018763,-37.3344,20,0.4258
NY52,NH4,29,-0.004696,9.8038,22,0.3538
NY52,NH4,30,-0.00087,2.1462,19,0.3948
NY52,NH4,31,0.00241,-4.4092,19,0.4417
NY52,NH4,32,-0.008388,17.2333,19,0.3515
NY52,NH4,33,-0.007866,16.1061,21,0.2759
NY52,NH4,34,-0.010688,21.8458,18,0.3352
NY52,NH4,35,-0.001467,3.326,19,0.3741
NY52,NH4,36,-0.010329,21.2786,19,0.4904
NY52,NH4,37,0.000174,0.0244,18,0.3741
NY52,NH4,38,0.010834,-21.4873,16,0.3173
NY52,NH4,39,-0.006258,12.8981,18,0.3035
NY52,NH4,40,-0.003921,8.1535,20,0.2625
NY52,NH4,41,-0.001216,2.7216,19,0.2745
NY52,NH4,42,0.003093,-6.0867,18,0.1383
NY52,NH4,43,-0.022074,44.7902,18,0.3647
NY52,NH4,44,-0.00709,14.6105,18,0.3425
NY52,NH4,45,0.005312,-10.3032,21,0.387
NY52,NH4,46,-0.002113,4.6269,19,0.3753
NY52,NH4,47,0.003544,-6.7944,20,0.3375
NY52,NH4,48,-0.002587,5.5187,20,0.3128
NY52,NH4,49,-0.002272,4.9386,22,0.367
NY52,NH4,50,0.007548,-14.9246,21,0.2665
NY52,NH4,51,-0.00605,12.4748,18,0.2996
NY52,NH4,52,-0.007213,14.7732,23,0.2576
NY52,NH4,53,0.001843,-3.3832,3,0.3265
NY52,NO3,1,-0.078312,159.6802,17,2.0744
NY52,NO3,2,-0.151688,307.7837,16,2.5076
NY52,NO3,3,0.002271,-2.6453,14,1.9241
NY52,NO3,4,-0.205757,417.4052,19,3.3123
NY52,NO3,5,-0.050422,103.5345,20,2.0587
NY52,NO3,6,-0.107186,217.8274,22,2.1112
NY52,NO3,7,-0.15584,315.8771,18,2.2443
NY52,NO3,8,-0.107688,218.6487,18,1.9228
NY52,NO3,9,-0.006718,15.571,21,2.0505
NY52,NO3,10,-0.189467,383.83,21,2.5205
NY52,NO3,11,-0.13725,278.3759,19,2.1553
NY52,NO3,12,-0.05102,104.4631,19,1.7842
NY52,NO3,13,-0.035171,71.9847,23,1.2027
NY52,NO3,14,-0.123466,250.2501,22,1.77
NY52,NO3,15,-0.080093,162.6522,18,1.463
NY52,NO3,16,-0.048099,98.0946,22,1.2946
NY52,NO3,17,-0.087375,177.3108,22,1.4658
NY52,NO3,18,-0.08322,168.9761,19,1.4934
NY52,NO3,19,-0.039196,79.8633,18,0.9795
NY52,NO3,20,-0.048548,98.8558,17,1.1521
NY52,NO3,21,-0.051411,105.1033,20,1.6367
NY52,NO3,22,-0.053502,108.695,21,1.021
NY52,NO3,23,-0.115831,234.3493,22,1.235
NY52,NO3,24,-0.052147,106.1067,20,1.1594
NY52,NO3,25,-0.043433,88.5722,22,1.1624
NY52,NO3,26,-0.057648,117.2683,20,1.2492
NY52,NO3,27,-0.108851,220.645,21,1.5783
NY52,NO3,28,-0.002156,5.2849,20,0.945
NY52,NO3,29,-0.048043,97.7987,22,1.1109
NY52,NO3,30,-0.056524,114.8026,19,1.0457
NY52,NO3,31,-0.023689,48.7904,19,1.1161
NY52,NO3,32,-0.060144,122.0926,19,1.0516
NY52,NO3,33,-0.051566,104.6444,21,0.8657
NY52,NO3,34,-0.060074,121.8895,18,0.9891
NY52,NO3,35,-0.076876,155.9113,19,1.1949
NY52,NO3,36,-0.076418,154.9715,19,1.1777
NY52,NO3,37,-0.051421,104.4972,18,1.0098
NY52,NO3,38,-0.01739,35.8812,16,0.8841
NY52,NO3,39,-0.073241,148.3954,18,0.9953
NY52,NO3,40,-0.040649,82.5615,20,0.754
NY52,NO3,41,-0.042873,87.1066,19,0.8225
NY52,NO3,42,-0.046002,93.2782,18,0.6975
NY52,NO3,43,-0.150293,303.9984,18,1.5284
NY52,NO3,44,-0.088779,179.8767,18,1.2066
NY52,NO3,45,-0.073337,149.0135,21,1.4207
NY52,NO3,46,-0.067101,136.3896,19,1.3475
NY52,NO3,47,-0.032298,66.3357,20,1.3355
NY52,NO3,48,-0.061778,125.6204,20,1.2902
NY52,NO3,49,-0.134049,271.9786,22,2.1997
NY52,NO3,50,-0.016992,35.4702,21,1.2733
NY52,NO3,51,-0.056342,114.8427,18,1.4531
NY52,NO3,52,-0.080393,163.1872,23,1.3932
NY52,NO3,53,-0.044007,89.9914,3,1.4249
NY52,SO4,1,-0.094181,190.8507,17,1.3079
NY52,SO4,2,-0.074485,151.0783,16,1.1751
NY52,SO4,3,-0.031463,64.18,14,0.8591
NY52,SO4,4,-0.07445,151.0426,19,1.2099
NY52,SO4,5,-0.05699,115.666,20,0.9715
NY52,SO4,6,-0.068516,138.8091,22,0.9185
NY52,SO4,7,-0.078058,158.1014,18,1.0067
NY52,SO4,8,-0.095171,192.6227,18,1.0881
NY52,SO4,9,-0.052136,106.0018,21,1.0758
NY52,SO4,10,-0.099973,202.5393,21,1.3409
NY52,SO4,11,-0.113184,229.1658,19,1.3791
NY52,SO4,12,-0.048079,97.9893,19,1.2295
NY52,SO4,13,-0.066758,135.4617,23,1.1099
NY52,SO4,14,-0.142821,289.0521,22,1.6198
NY52,SO4,15,-0.081233,164.6244,18,1.1412
NY52,SO4,16,-0.096062,194.6706,22,1.3418
NY52,SO4,17,-0.128972,260.9686,22,1.4088
NY52,SO4,18,-0.133488,270.2048,19,1.5551
NY52,SO4,19,-0.077555,157.1991,18,1.1169
NY52,SO4,20,-0.086867,175.9429,17,1.1199
NY52,SO4,21,-0.109311,221.5471,20,1.556
NY52,SO4,22,-0.114198,231.0369,21,1.2101
NY52,SO4,23,-0.137774,278.6229,22,1.3491
NY52,SO4,24,-0.130915,264.8292,20,1.3578
NY52,SO4,25,-0.130927,264.9648,22,1.4707
NY52,SO4,26,-0.145451,294.2415,20,1.5166
NY52,SO4,27,-0.203625,411.8167,21,2.0147
NY52,SO4,28,-0.05917,120.2526,20,1.1711
NY52,SO4,29,-0.131054,265.2531,22,1.5026
NY52,SO4,30,-0.091556,185.4182,19,1.1582
NY52,SO4,31,-0.096853,196.2388,19,1.3192
NY52,SO4,32,-0.127675,258.2084,19,1.2581
