"Seg_ID","SITE_ID","Start_Date","End_Date","Num_Years","acf_SO2_Lag","acf_SO2_Value","acf_SO2_Threshold","acf_SO2_Status","acf_SO4_Lag","acf_SO4_Value","acf_SO4_Threshold","acf_SO4_Status","acf_HNO3_Lag","acf_HNO3_Value","acf_HNO3_Threshold","acf_HNO3_Status","acf_NO3_Lag","acf_NO3_Value","acf_NO3_Threshold","acf_NO3_Status","acf_TNO3_Lag","acf_TNO3_Value","acf_TNO3_Threshold","acf_TNO3_Status","acf_NH4_Lag","acf_NH4_Value","acf_NH4_Threshold","acf_NH4_Status","acf_CA_Lag","acf_CA_Value","acf_CA_Threshold","acf_CA_Status","acf_K_Lag","acf_K_Value","acf_K_Threshold","acf_K_Status","acf_MG_Lag","acf_MG_Value","acf_MG_Threshold","acf_MG_Status","acf_Sodium_Lag","acf_Sodium_Value","acf_Sodium_Threshold","acf_Sodium_Status"
136,"PRK134","2017-12-04","2022-12-04",5,65,0.152,0.1216,"PASS",6,0.156,0.1216,"PASS",52,0.219,0.1216,"PASS",37,0.1768,0.1216,"PASS",52,0.2156,0.1216,"PASS",49,0.1969,0.1216,"PASS",37,0.1685,0.1216,"PASS",52,0.1925,0.1216,"PASS",52,0.1591,0.1216,"PASS",20,0.1371,0.1216,"PASS"
137,"PRK134","2012-12-04","2017-12-04",5,5,0.1305,0.1223,"PASS",27,0.1335,0.1223,"PASS",45,0.1616,0.1223,"PASS",51,0.1933,0.1223,"PASS",10,0.1392,0.1223,"PASS",58,0.1611,0.1223,"PASS",74,0.1782,0.1223,"PASS",101,0.185,0.1223,"PASS",74,0.1612,0.1223,"PASS",37,0.1536,0.1223,"PASS"
138,"PRK134","2000-01-04","2005-01-04",5,16,0.1727,0.1237,"PASS",68,0.152,0.1232,"PASS",98,0.1206,0.1237,"FAIL",18,0.135,0.1232,"PASS",71,0.1822,0.1237,"PASS",95,0.1558,0.1232,"PASS",18,0.1306,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",27,0.1269,0.1232,"PASS",48,0.2394,0.1232,"PASS"
139,"PSU106","2015-01-04","2020-01-04",5,38,0.1746,0.1235,"PASS",12,0.1872,0.1235,"PASS",41,0.1288,0.1235,"PASS",61,0.1093,0.1235,"FAIL",35,0.1459,0.1235,"PASS",12,0.1886,0.1235,"PASS",85,0.1438,0.1235,"PASS",25,0.1054,0.124,"FAIL",56,0.1374,0.1235,"PASS",81,0.1041,0.1235,"FAIL"
140,"PSU106","2010-01-04","2015-01-04",5,25,0.1241,0.123,"PASS",133,0.1732,0.123,"PASS",22,0.1918,0.123,"PASS",40,0.1417,0.123,"PASS",27,0.1733,0.123,"PASS",25,0.1839,0.123,"PASS",40,0.2741,0.123,"PASS",47,0.18,0.123,"PASS",40,0.2354,0.123,"PASS",6,0.1859,0.123,"PASS"
141,"PSU106","2005-01-04","2010-01-04",5,114,0.1293,0.123,"PASS",6,0.1681,0.123,"PASS",46,0.1485,0.123,"PASS",59,0.1423,0.123,"PASS",91,0.1686,0.123,"PASS",32,0.1736,0.123,"PASS",17,0.1939,0.123,"PASS",60,0.1395,0.123,"PASS",17,0.1698,0.123,"PASS",54,0.1797,0.123,"PASS"
142,"PSU106","2000-01-04","2005-01-04",5,47,0.1601,0.1218,"PASS",15,0.1315,0.1218,"PASS",78,0.1854,0.1218,"PASS",62,0.186,0.1218,"PASS",167,0.1546,0.1218,"PASS",110,0.1317,0.1218,"PASS",42,0.125,0.1218,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX",112,0.102,0.1218,"FAIL"
143,"QAK172","2012-07-10","2017-07-10",5,101,0.1621,0.1223,"PASS",24,0.178,0.1223,"PASS",129,0.1268,0.1223,"PASS",68,0.1568,0.1223,"PASS",52,0.1674,0.1223,"PASS",24,0.1803,0.1223,"PASS",59,0.1591,0.1223,"PASS",47,0.1345,0.1223,"PASS",59,0.1335,0.1223,"PASS",78,0.1807,0.1223,"PASS"
144,"QAK172","2005-01-04","2010-01-04",5,84,0.128,0.1225,"PASS",NA,NA,NA,"FAIL BOXCOX",47,0.1746,0.1225,"PASS",25,0.1427,0.1225,"PASS",35,0.127,0.1225,"PASS",14,0.1637,0.1225,"PASS",49,0.1424,0.1225,"PASS",NA,NA,NA,"FAIL BOXCOX",59,0.1547,0.1225,"PASS",19,0.1553,0.1225,"PASS"
145,"QAK172","2000-01-04","2005-01-04",5,67,0.1645,0.1218,"PASS",99,0.1395,0.1218,"PASS",24,0.1577,0.1218,"PASS",98,0.1439,0.1218,"PASS",24,0.1435,0.1218,"PASS",17,0.1488,0.1223,"PASS",42,0.1686,0.1223,"PASS",67,0.1427,0.1223,"PASS",42,0.1898,0.1223,"PASS",25,0.2222,0.1223,"PASS"
146,"RED004","2014-09-23","2019-09-23",5,33,0.1476,0.1223,"PASS",34,0.1316,0.1223,"PASS",105,0.1413,0.1223,"PASS",43,0.1597,0.1223,"PASS",140,0.1603,0.1223,"PASS",140,0.1353,0.1223,"PASS",79,0.1718,0.1223,"PASS",6,0.151,0.1223,"PASS",76,0.1482,0.1223,"PASS",85,0.1578,0.1223,"PASS"
147,"ROM206","2016-12-26","2021-12-26",5,7,0.1312,0.1216,"PASS",90,0.1651,0.1216,"PASS",50,0.137,0.1216,"PASS",9,0.1932,0.1216,"PASS",21,0.1212,0.1216,"FAIL",9,0.1985,0.1216,"PASS",4,0.1792,0.1216,"PASS",4,0.1606,0.122,"PASS",NA,NA,NA,"FAIL BOXCOX",4,0.1797,0.1216,"PASS"
148,"ROM206","2011-12-26","2016-12-26",5,96,0.1719,0.1225,"PASS",86,0.1286,0.1225,"PASS",21,0.1227,0.1225,"PASS",16,0.1602,0.1225,"PASS",55,0.1615,0.1225,"PASS",94,0.1572,0.1225,"PASS",108,0.1506,0.1225,"PASS",14,0.1411,0.1225,"PASS",NA,NA,NA,"FAIL BOXCOX",140,0.1477,0.1225,"PASS"
149,"ROM206","2006-12-26","2011-12-26",5,43,0.1849,0.1232,"PASS",11,0.2068,0.1232,"PASS",17,0.2522,0.1232,"PASS",56,0.1977,0.1232,"PASS",56,0.2138,0.1232,"PASS",45,0.1951,0.1232,"PASS",45,0.1877,0.1232,"PASS",45,0.1424,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",28,0.1802,0.1232,"PASS"
150,"ROM406","2010-01-04","2015-01-04",5,21,0.1526,0.1235,"PASS",11,0.2186,0.1235,"PASS",10,0.1735,0.1235,"PASS",96,0.1664,0.1235,"PASS",11,0.1535,0.1235,"PASS",90,0.1369,0.1235,"PASS",7,0.2015,0.1235,"PASS",45,0.1787,0.1235,"PASS",NA,NA,NA,"FAIL BOXCOX",65,0.1246,0.1235,"PASS"
151,"ROM406","2005-01-04","2010-01-04",5,83,0.1437,0.1223,"PASS",45,0.2297,0.1223,"PASS",17,0.1491,0.1223,"PASS",28,0.1539,0.1223,"PASS",31,0.1742,0.1223,"PASS",29,0.1666,0.1223,"PASS",45,0.1482,0.1223,"PASS",53,0.1603,0.1223,"PASS",NA,NA,NA,"FAIL BOXCOX",45,0.175,0.1223,"PASS"
152,"ROM406","2000-01-04","2005-01-04",5,32,0.2045,0.1225,"PASS",20,0.1976,0.1216,"PASS",49,0.2174,0.122,"PASS",125,0.1364,0.1216,"PASS",49,0.2275,0.122,"PASS",49,0.1514,0.1216,"PASS",10,0.1672,0.1216,"PASS",79,0.1882,0.1216,"PASS",NA,NA,NA,"FAIL BOXCOX",117,0.1499,0.1216,"PASS"
153,"SAL133","2018-06-12","2023-06-12",5,41,0.1077,0.1223,"FAIL",9,0.17,0.1223,"PASS",69,0.1602,0.1223,"PASS",153,0.1422,0.1223,"PASS",55,0.1695,0.1223,"PASS",26,0.2261,0.1223,"PASS",52,0.1932,0.1223,"PASS",52,0.2718,0.1223,"PASS",52,0.2006,0.1223,"PASS",40,0.1095,0.1223,"FAIL"
154,"SAL133","2009-05-12","2014-05-12",5,5,0.207,0.1227,"PASS",30,0.1645,0.1227,"PASS",29,0.143,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",199,0.1558,0.1227,"PASS",30,0.1219,0.1227,"FAIL",89,0.124,0.1227,"PASS",52,0.1604,0.1227,"PASS",74,0.1264,0.1227,"PASS",105,0.1259,0.1227,"PASS"
155,"SAN189","2007-03-06","2012-03-06",5,16,0.1366,0.1235,"PASS",5,0.1797,0.123,"PASS",54,0.1315,0.123,"PASS",6,0.1731,0.123,"PASS",105,0.1443,0.123,"PASS",5,0.1347,0.123,"PASS",20,0.1403,0.123,"PASS",46,0.1848,0.123,"PASS",27,0.1265,0.123,"PASS",62,0.1148,0.123,"FAIL"
156,"SEK430","2013-08-26","2018-08-26",5,8,0.1374,0.123,"PASS",8,0.1917,0.123,"PASS",33,0.1487,0.123,"PASS",160,0.1304,0.123,"PASS",8,0.1439,0.123,"PASS",160,0.148,0.123,"PASS",48,0.1802,0.123,"PASS",50,0.1613,0.1235,"PASS",50,0.1796,0.123,"PASS",48,0.1363,0.123,"PASS"
157,"SEK430","2008-08-26","2013-08-26",5,NA,NA,NA,"FAIL BOXCOX",53,0.1692,0.1218,"PASS",8,0.1234,0.1218,"PASS",56,0.1782,0.1218,"PASS",56,0.1526,0.1218,"PASS",56,0.2233,0.1218,"PASS",59,0.1181,0.1218,"FAIL",6,0.2095,0.1218,"PASS",67,0.1143,0.1218,"FAIL",55,0.1756,0.1218,"PASS"
158,"SHN418","2014-12-02","2019-12-02",5,48,0.1269,0.124,"PASS",9,0.1802,0.124,"PASS",69,0.1516,0.124,"PASS",74,0.2178,0.124,"PASS",107,0.1322,0.124,"PASS",107,0.1837,0.124,"PASS",8,0.1628,0.124,"PASS",54,0.1669,0.1247,"PASS",48,0.1788,0.124,"PASS",153,0.1127,0.124,"FAIL"
159,"SHN418","2005-06-07","2010-06-07",5,66,0.128,0.1257,"PASS",16,0.2289,0.1257,"PASS",23,0.1692,0.1257,"PASS",113,0.1475,0.1257,"PASS",52,0.1761,0.1257,"PASS",16,0.1997,0.1257,"PASS",72,0.1724,0.1257,"PASS",19,0.1631,0.1263,"PASS",44,0.129,0.1257,"PASS",46,0.2082,0.1257,"PASS"
160,"SND152","2019-02-04","2024-02-04",5,90,0.1264,0.1216,"PASS",38,0.1285,0.1216,"PASS",27,0.1447,0.1216,"PASS",50,0.1764,0.1216,"PASS",50,0.2161,0.1216,"PASS",50,0.1773,0.1216,"PASS",10,0.1585,0.1216,"PASS",90,0.1783,0.1216,"PASS",61,0.1758,0.1216,"PASS",43,0.1761,0.1216,"PASS"
161,"SND152","2014-02-04","2019-02-04",5,56,0.2234,0.1232,"PASS",18,0.14,0.1232,"PASS",93,0.205,0.1232,"PASS",5,0.1767,0.1232,"PASS",18,0.167,0.1232,"PASS",40,0.1701,0.1232,"PASS",81,0.159,0.1232,"PASS",31,0.1221,0.1232,"FAIL",75,0.2179,0.1232,"PASS",68,0.1718,0.1232,"PASS"
162,"SND152","2004-07-06","2009-07-06",5,86,0.1627,0.1227,"PASS",126,0.1353,0.1227,"PASS",60,0.1717,0.1227,"PASS",42,0.1349,0.1227,"PASS",67,0.1939,0.1227,"PASS",67,0.1916,0.1227,"PASS",31,0.1337,0.1227,"PASS",17,0.1691,0.1227,"PASS",112,0.138,0.1227,"PASS",6,0.1977,0.1227,"PASS"
163,"SPD111","2011-01-03","2016-01-03",5,105,0.171,0.1216,"PASS",6,0.1327,0.1216,"PASS",89,0.1703,0.1216,"PASS",5,0.1448,0.1216,"PASS",55,0.1614,0.1216,"PASS",55,0.1477,0.1216,"PASS",5,0.1519,0.1216,"PASS",53,0.1552,0.1216,"PASS",24,0.1607,0.1216,"PASS",33,0.2293,0.1216,"PASS"
164,"SPD111","2006-01-03","2011-01-03",5,22,0.2299,0.1223,"PASS",106,0.146,0.1223,"PASS",56,0.179,0.1223,"PASS",52,0.1397,0.1223,"PASS",142,0.1512,0.1223,"PASS",4,0.1927,0.1223,"PASS",76,0.1634,0.1223,"PASS",55,0.1588,0.1227,"PASS",147,0.1327,0.1223,"PASS",19,0.1488,0.1223,"PASS"
165,"STK138","2018-05-29","2023-05-29",5,43,0.1741,0.1227,"PASS",6,0.2074,0.1227,"PASS",48,0.1825,0.1227,"PASS",6,0.1564,0.1227,"PASS",6,0.2343,0.1227,"PASS",49,0.1852,0.1227,"PASS",25,0.1929,0.1227,"PASS",52,0.1714,0.1227,"PASS",25,0.168,0.1227,"PASS",28,0.1416,0.1227,"PASS"
166,"STK138","2009-03-31","2014-03-31",5,5,0.154,0.1227,"PASS",26,0.163,0.1227,"PASS",155,0.1639,0.1227,"PASS",4,0.151,0.1227,"PASS",26,0.1511,0.1227,"PASS",26,0.1789,0.1227,"PASS",13,0.1746,0.1227,"PASS",45,0.1655,0.1232,"PASS",82,0.141,0.1227,"PASS",81,0.1601,0.1227,"PASS"
167,"SUM156","2010-07-06","2015-07-06",5,74,0.1264,0.1227,"PASS",49,0.1788,0.1227,"PASS",65,0.1624,0.1227,"PASS",27,0.2145,0.1227,"PASS",47,0.2254,0.1227,"PASS",37,0.1307,0.1227,"PASS",12,0.1131,0.1227,"FAIL",60,0.143,0.1227,"PASS",55,0.233,0.1227,"PASS",27,0.2113,0.1227,"PASS"
168,"UMA009","2020-11-03","2025-11-03",5,39,0.2092,0.1237,"PASS",99,0.1868,0.1237,"PASS",63,0.1754,0.1232,"PASS",13,0.1654,0.1237,"PASS",46,0.1694,0.1237,"PASS",46,0.2032,0.1237,"PASS",6,0.1293,0.1232,"PASS",52,0.183,0.1232,"PASS",NA,NA,NA,"FAIL BOXCOX",18,0.1313,0.1232,"PASS"
169,"UVL124","2012-03-27","2017-03-27",5,8,0.1974,0.1225,"PASS",51,0.1854,0.1225,"PASS",104,0.1816,0.1225,"PASS",149,0.1478,0.1225,"PASS",152,0.1643,0.1225,"PASS",51,0.1662,0.1225,"PASS",38,0.1538,0.1225,"PASS",83,0.1246,0.1225,"PASS",38,0.1365,0.1225,"PASS",49,0.1676,0.1225,"PASS"
170,"UVL124","2007-03-27","2012-03-27",5,11,0.1716,0.1225,"PASS",66,0.1853,0.1225,"PASS",66,0.1612,0.1225,"PASS",NA,NA,NA,"FAIL BOXCOX",66,0.1616,0.1225,"PASS",11,0.2005,0.1225,"PASS",17,0.1413,0.1225,"PASS",28,0.1518,0.1225,"PASS",34,0.1371,0.1225,"PASS",34,0.1816,0.1225,"PASS"
171,"UVL124","2000-01-04","2005-01-04",5,11,0.1836,0.1218,"PASS",68,0.1694,0.1218,"PASS",68,0.1904,0.1218,"PASS",5,0.1626,0.1218,"PASS",95,0.1725,0.1218,"PASS",68,0.1546,0.1218,"PASS",57,0.1738,0.1218,"PASS",29,0.1231,0.1218,"PASS",57,0.1638,0.1218,"PASS",32,0.1933,0.1218,"PASS"
172,"VIN140","2014-01-27","2019-01-27",5,98,0.149,0.1225,"PASS",9,0.1611,0.1225,"PASS",128,0.171,0.1225,"PASS",18,0.1472,0.1225,"PASS",104,0.1248,0.1225,"PASS",20,0.1636,0.1225,"PASS",28,0.2005,0.1225,"PASS",72,0.1651,0.1225,"PASS",28,0.1868,0.1225,"PASS",26,0.179,0.1225,"PASS"
173,"VIN140","2009-01-27","2014-01-27",5,80,0.1597,0.1216,"PASS",14,0.1542,0.1216,"PASS",29,0.1696,0.1216,"PASS",110,0.1661,0.1216,"PASS",87,0.1327,0.1216,"PASS",42,0.1349,0.1216,"PASS",85,0.17,0.1216,"PASS",33,0.1629,0.1216,"PASS",66,0.142,0.1216,"PASS",33,0.1635,0.1216,"PASS"
174,"VIN140","2004-01-27","2009-01-27",5,117,0.1931,0.1225,"PASS",37,0.1505,0.1225,"PASS",63,0.1358,0.1225,"PASS",102,0.1618,0.1225,"PASS",56,0.1547,0.1225,"PASS",11,0.1421,0.1225,"PASS",32,0.1885,0.1225,"PASS",105,0.1392,0.1225,"PASS",51,0.1596,0.1225,"PASS",34,0.1717,0.1225,"PASS"
175,"VOY413","2001-03-06","2006-03-06",5,5,0.1097,0.1232,"FAIL",37,0.1664,0.1232,"PASS",68,0.161,0.1232,"PASS",85,0.1332,0.1232,"PASS",71,0.1652,0.1232,"PASS",158,0.1694,0.1232,"PASS",71,0.137,0.1232,"PASS",96,0.1578,0.1232,"PASS",56,0.1855,0.1232,"PASS",NA,NA,0.1232,"FAIL"
176,"VPI120","2012-07-03","2017-07-03",5,5,0.1873,0.1237,"PASS",55,0.1713,0.1237,"PASS",103,0.1154,0.1237,"FAIL",51,0.2106,0.1237,"PASS",14,0.1455,0.1237,"PASS",42,0.1299,0.1237,"PASS",7,0.1353,0.1237,"PASS",117,0.1326,0.1237,"PASS",51,0.1114,0.1237,"FAIL",72,0.1351,0.1237,"PASS"
177,"VPI120","2005-01-04","2010-01-04",5,20,0.1659,0.1245,"PASS",23,0.1753,0.1245,"PASS",26,0.1666,0.1245,"PASS",44,0.1403,0.1245,"PASS",20,0.222,0.1245,"PASS",23,0.1397,0.1245,"PASS",5,0.1438,0.1245,"PASS",28,0.1306,0.1245,"PASS",44,0.1235,0.1245,"FAIL",46,0.1314,0.1245,"PASS"
178,"VPI120","2000-01-04","2005-01-04",5,37,0.17,0.1223,"PASS",76,0.1494,0.1223,"PASS",11,0.2087,0.1223,"PASS",15,0.23,0.1223,"PASS",13,0.1513,0.1223,"PASS",52,0.1617,0.1223,"PASS",37,0.1874,0.1223,"PASS",52,0.1715,0.1223,"PASS",26,0.1304,0.1223,"PASS",15,0.1397,0.1223,"PASS"
179,"WFM105","2018-06-12","2023-06-12",5,93,0.1318,0.1223,"PASS",15,0.1326,0.1223,"PASS",77,0.1638,0.1223,"PASS",117,0.1495,0.1223,"PASS",50,0.1352,0.1223,"PASS",59,0.1351,0.1223,"PASS",18,0.1473,0.1223,"PASS",NA,NA,NA,"FAIL BOXCOX",18,0.1835,0.1223,"PASS",99,0.1762,0.1223,"PASS"
180,"WFM105","2013-05-28","2018-05-28",5,142,0.1523,0.1227,"PASS",32,0.1844,0.1227,"PASS",17,0.1272,0.1227,"PASS",55,0.1508,0.1227,"PASS",32,0.1583,0.1227,"PASS",32,0.149,0.1227,"PASS",4,0.1346,0.1227,"PASS",66,0.1836,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",22,0.207,0.1227,"PASS"
181,"WNC429","2004-06-15","2009-06-15",5,47,0.1909,0.1227,"PASS",31,0.1687,0.1227,"PASS",51,0.144,0.1227,"PASS",11,0.1981,0.1227,"PASS",88,0.1878,0.1227,"PASS",41,0.1758,0.1227,"PASS",4,0.2032,0.1227,"PASS",34,0.1683,0.1227,"PASS",NA,NA,NA,"FAIL BOXCOX",9,0.1263,0.1227,"PASS"
182,"WSP144","2017-11-06","2022-11-06",5,96,0.1511,0.1225,"PASS",18,0.1299,0.1225,"PASS",52,0.1706,0.1225,"PASS",49,0.2152,0.1225,"PASS",9,0.2003,0.1225,"PASS",25,0.1508,0.1225,"PASS",31,0.1771,0.1225,"PASS",52,0.1527,0.1225,"PASS",91,0.1963,0.1225,"PASS",91,0.1255,0.1225,"PASS"
183,"WSP144","2012-11-06","2017-11-06",5,215,0.1229,0.1218,"PASS",39,0.1819,0.1218,"PASS",147,0.1533,0.1218,"PASS",19,0.1656,0.1218,"PASS",9,0.1642,0.1218,"PASS",79,0.1762,0.1218,"PASS",30,0.173,0.1218,"PASS",9,0.1695,0.1218,"PASS",4,0.1758,0.1218,"PASS",4,0.1401,0.1218,"PASS"
184,"WSP144","2005-01-04","2010-01-04",5,20,0.1597,0.1225,"PASS",175,0.1461,0.1225,"PASS",77,0.1626,0.1225,"PASS",50,0.1832,0.1225,"PASS",37,0.1899,0.1225,"PASS",175,0.1384,0.1225,"PASS",20,0.1997,0.1225,"PASS",9,0.1753,0.1225,"PASS",63,0.1072,0.1225,"FAIL",155,0.1187,0.1225,"FAIL"
185,"WSP144","2000-01-04","2005-01-04",5,107,0.1576,0.1213,"PASS",50,0.1447,0.1213,"PASS",112,0.1293,0.1213,"PASS",100,0.1829,0.1213,"PASS",15,0.1382,0.1213,"PASS",72,0.1536,0.1213,"PASS",124,0.1365,0.1213,"PASS",NA,NA,NA,"FAIL BOXCOX",49,0.1486,0.1213,"PASS",51,0.2262,0.1213,"PASS"
186,"WST109","2008-10-14","2013-10-14",5,8,0.1681,0.123,"PASS",76,0.1595,0.123,"PASS",76,0.1942,0.123,"PASS",NA,NA,NA,"FAIL BOXCOX",26,0.1461,0.123,"PASS",76,0.1339,0.123,"PASS",28,0.1703,0.123,"PASS",31,0.1602,0.1235,"PASS",NA,NA,NA,"FAIL BOXCOX",NA,NA,NA,"FAIL BOXCOX"
187,"WST109","2003-10-14","2008-10-14",5,34,0.1369,0.123,"PASS",23,0.2241,0.123,"PASS",37,0.2028,0.123,"PASS",NA,NA,NA,"FAIL BOXCOX",21,0.1783,0.123,"PASS",23,0.1924,0.123,"PASS",47,0.152,0.123,"PASS",123,0.1649,0.1235,"PASS",NA,NA,NA,"FAIL BOXCOX",103,0.1373,0.123,"PASS"
188,"YOS404","2000-01-04","2005-01-04",5,NA,NA,NA,"FAIL BOXCOX",40,0.1759,0.1227,"PASS",23,0.1436,0.1227,"PASS",84,0.1322,0.1227,"PASS",62,0.1319,0.1227,"PASS",58,0.1578,0.1227,"PASS",50,0.1596,0.1227,"PASS",50,0.1169,0.1227,"FAIL",NA,NA,NA,"FAIL BOXCOX",5,0.1504,0.1227,"PASS"
